Katrina Adams	5 ft 5 in	1968	,, United States
Kavita Kaushik	5 ft 10 in ( 1.80 m )	1988	,
Kaye Adams (presenter)	5 ft 7 (1.70 m)	1962	,,,
Laura Flores	ila Ríos in	1963	,, Mexico
Lucy Kennedy	5 foot 4 inches (163cm)	1976	,,
Mariama Signate	188 cm	1985	, Senegal
Angus Harrison	6ft 2in		, England, United Kingdom
Arnab Das Sharma	}	1987	,,
Dai Hiddlestone	5ft. 8ins.	1890	,
Elias Abuelazam	6 ft 5 in		,
Gilbert Schaller	5'11" (180 cm)	1969	,,
Juan José Montes	5 ft 7 in (170 cm)	1989	,
Katrin Alvarez	170		,,
Marco Di Paolo	181	1987	,
Ashley Olsen	5'3		, U.S.
Biljana Golić	5'7"	1977	,,
Brodus Clay	(WWE)	1980	Pasadena, California
Carlos Palomino	5 ft 9 in (177 cm)	1949	,,
Daniel Sarmiento	5 ft 10 in (180 cm)	1971	Las Varillas,,
David McEwan	1.83 metres	1982	,
Dominic Maloney	6 ft 1 in	1987	,
Héctor López (boxer)	5 ft 9 in (177 cm)	1967	,
Jim Golliday	1.76 m		Sacramento Ca,
Joey de Leon	5' 9"	1946	,
John Van Nostrand	6'2" (187 cm)		,
Logan Swann	1.93 m (6 ft 4 in)	1975	,
Magic (horse)	25 inches tall		Florida
Alexis García	5 FT 9 in (175 cm)	1960	,
Anastagia Pierre	with heels	1988	Miami, Florida
Andres Vysand	5'11" (180 cm)	1966	,
Andrew Stetson	6' 1" (185 cm)		,,
Andy Smith (rugby league)	6 ft 3 in (1.89 m)	1984	,
Armando Robles	5 ft 10 in (180 cm)	1978	,,
David Alonso López	6 ft 2 in (189 cm)	1977	,
Gamaliel Díaz	5 ft 10 in (179 cm)	1981	Tacámbaro,,
Georg Hackenschmidt	175 cm (5 ft 9)		,
Gilbert W. Lindsay	150 px		Mississippi, USA
Gledis Cinque	5'7" (1.73 m)		Italy
Guus Hoogmoed	1.87 m	1981	,
Iván Endara	1.75m	1988	,
Jessica Lindell-Vikarby	1.69 m	1984	,,
Johnny Colan	5' 10"	1922	,
Chris Andrews (wrestler)	5 ft 9 in		,
David Fletcher (cyclist)	183 cm	1989	, England, United Kingdom
Dicky Owen	5 ft 4 ins	1876	,
Graeme Beveridge	5 ft 5 in (1.67 m)	1976	,
Igor Gaudi	6'2" (188 cm)		, Italy
José Ignacio Rodríguez	182 cm	1979	,
Juan Avendaño	177 cm (5 ft 10 in)	1961	,,
Kali Meehan	6 ft 5 in (196 cm)		Auckland
Kamakazi (BMX rider)	1.65m		,
Kim Tiilikainen	5'11" (180 cm)		, Finland
Marlon Ayoví	1.77m (5ft 9¾in)	1971	,
Mary-Kate Olsen	5'2		,,,
Alan Quinlan	6 ft 3 in (1.91 m)	1974	,
Anastasia Khozisova	178 cm		Saratov, Russia
Andrew Wheeler	1.83 m		,
Angie Ng	5 ft 11.5 in (181 cm)		,
Carlos Zárate Serna	5 ft 9 in (178 cm)	1951	,,
Christian Meier	6' 3"	1970	,
David Ury	178 cm		, U.S.
Dean Sampson	6	1967	,
F. W. Murnau	6'11 (2.10 m)	1888	,
Grzegorz Panfil	1.83m	1988	, Poland
Hervé Villechaize	3' 11" (or 1.19m) (according to The)	1943	,
Horst Bulau	1,77 m		,
Jimmy Michael	A little over 5'	1877	,
José Carlos Souza	6'2, 1'90	1971	Sao Paulo
José Manuel Flores Sánchez	195 cm	1986	,,
K. L. Devaser	6 ft 2 ins		Amritsar,India
Anna Goldfeder	5'2"		Poland
Barry Markus	1.85m	1991	Netherlands
Carlos Urias	5 ft 11 in (182 cm)	1975	,
Conchita Leeflang	5'9"		,
Ernesto Laguardia	5' 9¾" (1.77 m)	1959	, Mexico
Gwyn Jones (rugby player)	6ft	1972	,
José Quirino	5 ft 6 in (168 cm)	1968	,,
Mac Foster	6' 2"	1942	,,
Mark Furze	5ft-11		, Australia
Matt Cardey	6 ft 1 in	1975	, New Zealand
Aaron Olson	195cm	1978	,,
Alana Boyd	(2009)	1984	,,
Alejandro Ganzábal	5'11" (180 cm)		,Argentina
Choi Hyunmi	5'7	1990	,
Danny Wofford	5'7"	1961	,
David Bishop (rugby player born 1983)	189 cm (6 ft 3 in)	1983	,
David March	5 ft 10 ins (1.78 m)	1979	,
David Swift (director)	6'	1919	, U.S.
Jean-Guillaume Béatrix	172 cm	1988	,
Jerry Shea	5ft. 9 ins.	1892	,
John "Rookie" Wright	6 ft 1 in		,
José Nabor	6 ft 3 in (190 cm)	1989	,,
Jérôme Pineau	1.76 m	1980	,
Manuel Garnica	5 ft 8 in (174 cm)	1974	,
Alessandro de Minicis	5'9" (175 cm)		, Italy
Andy Allen (rugby union)	1.93 m (6 ft 4 in)	1967	,
Ben Thaler	1.78m	1981	,
Bernard Coyne (giant)	8 feet 4nbsp;inches (2.49m)	1897	,
Bjarte Myrhol	1.92 m	1982	,
Dave O'Donnell (MMA promoter)	5 ft 11 in		,
Ellen Rocche	176 cm / 5'9"		,
Frank Lohan	6 Ft 2"		,
Frederique van der Wal	5′ 11″	August 30, 1967	,, The
Gentry Bradley	6ft	1974	Lynwood, California
Gábor Vincze	1 86cm		,
Joe Richardson	6ft2	9	,,
Josh Taumalolo	5 ft 10 in (1.78 m)	1976	,
Jung Il Woo	1.83m		,
Kornél Bardóczky	1.88 m		,
Lauren Stamile	1, 70 m	1976	, U.S.
Adam Woodyatt	1.78m	1968	,, England, United Kingdom
Amy Joyce Hastings	5'6"		,
Anna Zaporozhanova	5 ft 9 in (1.74 m)		,
Carmen Soo	156cm	1977	,,
Chris Baillie	1.83m	1981	,
Dmitry Chaplin	6'1"		,
Haider Ali (boxer)	5'8.5"		,
Jenny Kelly	5'5"	1972	,
Olav Magne Dønnem	188 cm	1980	Surnadal, Norway
Olivier Azam	1.85 m	1974	,
Patricia Wartusch	175cm (5ft 9in)		,
Roger Bannister	6'2" (187 cm)		,,
Roger de La Fresnaye	240	1885	, France
Roland Cziurlock	5'8"	1967	,,
Stephen Archer	1.88 m	1988	,
Tomáš Bernady	193 cm	1969	,
Upendra	5'9"	1968	,
Wojciech Skupień	173 cm	1976	Zakopane, Poland
Miguel Berchelt	5 ft 10 in (179 cm)	1991	,
Penelope Heyns	5'9" (174 cm)	1974	,
Tommy Hall (footballer)	unknown		,
Veruschka von Lehndorff	6 ft 3 in (190 cm)		,
Michael Greyeyes	6' 2" (1.88 m)	1967	,, Canada
Naoya Tsukahara	1.60m	1977	,
Omri Lowther	5 ft 10 in (180 cm)	1983	,
Pasupathy Pandian	5.6nbsp;ft nbsp;inches		,
Patricia Alcivar	5'4"		Elmhurst, NY
Ramon Álvarez	5 ft 10 in (180 cm)	1986	,
Rodney Jones (boxer)	6 ft 2 in (187 cm)	1968	Lafayette, Louisiana
Semion Mogilevich	5'6" to 5'7"	1946	,
Shane Cameron	188 cm (6 ft 2 in)		,
Solomon Yambassu	5'10	1983	,
Susan Downey	5' 3" (1.60 m)	1973	Schaumburg, Illinois
Tim Maeyens	185 cm		, ()
Vasuki Sunkavalli	5'8.5"	1984	,,
Melis Sezer	1.68 m	1993	, Turkey
Michael Ritchie (artistic director)	6'1"	1957	,
Miguel Vázquez	5 ft 10 in (180 cm)	1987	,,
Neha Jhulka	5'7		,
Nicolas Dalby	180 cm	1984	,
Patricia Gras	5' 7" (1.70 m)	1960	,,
Pavlo Khnykin	6'1" (185 cm)	1969	,
Rasmus Lauge Schmidt	193 cm	1991	,
Steve Campbell (tennis)	6' (183 cm)		,
Vonda Ward	6 ft 6 in (198 cm)	1973	, USA
Yvonne Meusburger	1.75 m (5ft 9in)		, Austria
Nathan Budgett	6 ft 5 in (1.95 m)	1975	,
Ricky Burns	5 ft 10 (178cm)		,
Rubén Beloki	1.86 m		,
Sebastião Pereira do Nascimento	1.84cm	1976	,
Victor Terrazas	5 ft 7 in (171 cm)	1983	,
Mad Maxine	6 ft 2 in		West Germany
Marshall Lancaster	5ft7"		,,,
Peter Moraing	6'4" (193 cm)	1961	, West Germany
Rodolfo Casanova	5 ft 4 in (163 cm)		,
Sanjeev Rajput	()		,
Michael McGlaughlin	5ft 9"		Nottingham, England
Octavio Montero	6 ft 0 in (184 cm)	1991	,
Patricia Hy-Boulais	1.63 m (5 ft 4 in)	1965	,
Philip Maher	6'2"		,
Robert Dickie	5'6"	1964	,,
Sophie Smith	(2011)	1986	Brisbane, Queensland
Uttam Kumar	5'11"	1924	Ahiritola,,
Will Radburn	5'10"	1991	, England
Yoshihiro Akiyama	5 ft 10 in	1975	, Japan
Matteo Trevisan	5'11" (180 cm)	1989	,
Nicole Livingstone	5'9" (174 cm)		,
S. Gopal Reddy	5"9		,
Saoul Mamby	5'8"	1947	, USA
Tcham N'Toya	5'10	1983	,
Wukirasih Sawondari	1.73 m		, Indonesia
Yuka Kosaka	168cm	June 27, 1985	,
Marie Muller	1,63m	1985	,
Martin Klebba	4'1"		, U.S.
Rubén Olivares	5 ft 5 in (168 cm)	1947	,,
Stefan Nystrand	193 cm	1981	,
Steve Prescott	5 ft 11 ins (180 cm)	1973	,
Urs Räber	5"7 (171cm)	1958	,
Vanessa Webb	5'11" (1.8 m)		, Canada
Vicki Williams	160 cm	1956	,
Vince Mellars	190 cm	1984	,
Mary Kennedy	5'4"	1956	,, Ireland
Matt Burke	6 ft 0 in (1.83 m)	1973	,
Murat Eriş	1.72 m	1977	,
Roberto Arredondo	5 ft 10 in (178 cm)	1958	,,
Álvaro Jordan	6 ft 1 in		Cali, Colombia
Michel Rosales	5 ft 11 in (180 cm)	1983	,
Pedro Flores (boxer)	5 ft 6 in (168 cm)	1951	,
Robert Lathouwers	1.89 m	1983	,
Sara Takanashi	1,51 m		, Japan
Senichi Hoshino	180cm	1947	,
Shane Vanderson	6'0"	1981	Columbus, Ohio
Sébastien Chabaud	1.77 cm	1977	,
Terry Martin (rugby league)	184cm		Australia
Tonia Couch	158		,,
Yvonne Wisse	1.80 m	1982	,
Martin Worthington	6’ 0”		,,
Michelle Alves	5 ft 10.5 in (1.79 m)	1980	,
Neville Wright	(2010)		,,
Noel Forbes Humphreys	5ft 5in	1890	Rectory,,
Rip Rogers	6 ft 1 in (185 cm)	1955	,
Shannon Bahrke	5' 4"	1980	, USA
Stuart Davies	5ft 11ins	1965	,
Sydney Rae White	5'1"		London, England, UK
Tom Bradshaw (footballer born 1904)	6ft 1ins	1904	,
Valerie Chow	5' 8" (1.73 m)		,
Veeraphol Sahaprom	5'3 (160 cm)	1968	,
Mike Walker (tennis)	6' (183 cm)		,
René Maltête	140	1930	,,
Rodel Mayol	5 ft 4 in (1.63 m)	1981	,,
Ron Reis	as Yeti	1970	,
Sue Gafner	5 ft 2½ in (1.59 m)		,
Tilsa Lozano	1.74	1982	,
Michael Hunter (boxer)	5′ 7½″	1978	,
Reïna-Flor Okori	1.67 m	1980	,
Martin Stringari	6'2" (188 cm)	1971	, Argentina
Meka Srikanth	6 ft 0 in	1968	India
Mina Maksimovic	189cm		,
Pierre Berbizier	1.69 m (5 ft 7 in)	1958	nbsp;, France
Simon Krogh	187 cm.		Fredericia, Denmark
Tania Khalill	1,66	1977	,
Troy Wozniak	181 cm	1978	,
Scha Al-Yahya	170cm / 1.7m (5 ft 7 in)	1983	,,
Mario Macias	5 ft 6 in (169 cm)	1985	,,
Mark Glendinning	5 ft 9 in (1.?? )		,
Pablo Solares	6 feet 4 inches		,
Paul Laffin	1.85 cms		,
Roman Hryhorchuk	185	1965	,,
Tamannaah	5' 6"		,, India
Teresa Utković	1.70m	1980	,
Yamila Diaz-Rahi	5 ft 7 in (1.70 m)		,
Maja Włoszczowska	170 cm	1983	,
Marco Antonio López	5 ft 8 in (174 cm)	1987	,
Shu Sato & Kei Sato	(both)	1977	,,
Simon Carlsen	191 cm	1984	,
Steve Cohen (magician)	5'8"	1971	,
Talal Khalfan	169	1980	sur,
Vadim Kutsenko	5 ft. 11in. (180 cm)		,
Wilco van Kleef	213cm	1981	Cuijk, The Netherlands
Miraziz Jalalov	1.72cm		,
Rod Keller (actor)	5'8"		,
Stephen Cluxton	5 ft 11 in (1.80 m)	1981	,
Messaoud Aït Abderrahmane	/	1970	,
Ramón Montaño	5 ft 10 in (180 cm)	1982	,
Rani Lakshmibai	5 "10"	1835	Kashi,,
Surjit Singh	5'11" (180 cm)		,,,
Wonik Yi	6'	1959	Korea
Matt Beckett	6ft 41/2 ins	1973	,
Mikel Artetxe	1.76 m	1976	,
Otavio Della	5'7" (170 cm)		, Brazil
Paul Wilson (meditation teacher)	5' 10" (1.78 m)		,,
Paweł Wojciechowski (athlete)	1.85 m		, Poland
Paweł Wolak	5 ft 9 in (174 cm)	1981	,
Ruby Rodriguez	4'11		,
Terry Hermansson	181 cm	1967	,
Tottempudi Gopichand	6'1	1979	,, India
Tracy Austin	5 ft 5 in (1.65 m)		, California, U.S.
Mick Galvin	6f1"		,
Miles Maclagan	5'11" / 1.80m		Zambia
Orhun Ene	6 ft 2 in	1967	, Turkey
Paul Torre	5'11" (180 cm)		, France
Tarek Thabet	1.76 m ((5 ft 9+1⁄2 in))	1971	,
Mark McMorris	(2011)	1993	Regina, Saskatchewan, Canada
Rory McCarthy	5'9"	1975	Murrintown,
Shankar Nag	5'11"	1954	Mallapur Village,(),
Steve Williams (athlete)	1.92 m		,
Thoiba Singh	5'5" (164 cm)	1955	,
Tom Leykis	5' 11"	1956	,
Willie Peters	166cm (5 ft 5 ins)	1979	,
Rubén Darío Larrosa	80 kg	1979	,
Szabolcs Horváth	1.87 cm		,
Zoltan Parag	6.1	1981	,
Mark Ferguson	191 cm	1961	Sydney, Australia
Miguel Beltrán, Jr.	5 ft 9 in (175 cm)	1989	,
Mike McGuirk	5'6"	1955	Tulsa, Oklahoma
Mike Stewart (bodyboarder)	6' (1.82 m)	1964	,
Randal McLelland	5'11	1985	Brownsville, Texas, United States
Richard Dunn (actor)	5'10		United States
Richey Reneberg	5'11" (180 cm)	1965	,
Rocky Juarez	5 ft 4 in. (1.63 m)	1980	, United States
Tomas Tenconi	5'10" (178 cm)	1980	,
Troy Stone	190cm	1971	,
Yayah Jalloh	5'9	1981	,
Phil Gee	5 FT 11 IN		,
Rick Harris	6 ft 4 in (193 cm)	1948	,
Sam Loggin	5 ft 5 in	1977	Northamptonshire, England, UK.
Tomasz Sokolowski	184 cm	1985	,
Zuo Shusheng	1.76nbsp;m	1958	,
María Del Cerro	5' 8" (1.73)		,,
Paddy Dunne (Gaelic footballer)	?		,
Paul Cram	6ft	1985	,,
Pedro Martínez de Eulate	1,98 m		,, Spain
Phil Apollo	5'10"		Massachusetts
Rhys M. Thomas	6 ft 1 in (1.85 m )		,
Shakara Ledard	5 ft 9 in (175 cm)		Bahamas
Soundarya	5.7"	1972	,,, India
Tony Burns	6ft		,
Vanisri	5ft 6in	1948	, India
Pat Conway	6'3"	1931	,,
Peter Clarke (tennis)	6'2" (188 cm)		, Ireland
Robin Merchant	5'2"		,
Ryszard Pilarczyk	1.77 m		, Poland
Scott Barron (tennis)	5 ft 11 in		Dublin, Ireland
Takia Starks	1.73 m (5'8")	1987	,
Vishnuvardhan (actor)	5'9"		,,
Zhao Liang (circus performer)	(unconfirmed)		,
Nadia Fanchini	1.65 m	1986	,
Oscar Meza	5 ft 10 in (180 cm)	1986	,
Rachel Grant	5 foot, 8 inches (1.73m)	1977	Island of, in the
Richard Virenque	1.79m (5ft 10.5in)	1969	Casablanca, Morocco
Rob Ramsay	6' 4" (1.93 m)	1986	,
Tony Robbin	142¼	1943	,
Yahel Castillo	5’6” (1.67 m)	1987	,
Édouard Ponsinet	1.82 cm		,
Marcelo Charpentier	5'11" (180 cm)		,Argentina
Olena Dvornichenko	5' 6" (167 cm)	1990	Ukraine
Oscar Martinez (tennis)	6'1" (185 cm)		, Spain
Patrik Bacsa	1.93 cm		,
Paul Thomas (pornographic actor)	5'10"	1947	, Illinois
Pierre-Emmanuel Dalcin	183 cm	1977	,,
Roberto Heras	1.72 m (5ft, 7.7in)	1974	,
Ryan Latham	5'11''	1982	,,
Saul Montana	6 ft 1 in (185 cm)	1970	,,
Tim Smyczek	5'9" (175 cm)	1987	, United States
Veronika Martinek	160		,
Vladimirs Žavoronkovs	1.86 m		,
Walter Matthau	6' 2" (1.89 m)	1920	,, U.S.
Marti Caine	5' 7"	1944	,
Rob Romoni	5' 9'' ft	1970	,,
Ryan Sullivan (cyclist)	6'1"		,
Scott Bemand	5 ft 11 in (1.80 m)	1978	,
Serhat Balcı	(2008)	1982	,, Turkey
Vicente Saldivar	5 ft 4 in (162 cm)	1943	,,
Marco Antonio Periban	6 ft 3 in (191 cm)	1984	El Arenal,,
Marissa Irvin	1.70 m (5 ft 7 in)		Santa Monica, California, U.S.
Nirupama Sanjeev	5 ft 7 in (1.7 m)		, India
Olivier Girault	1,83m		Pointe-à-Pitre , Guadeloupe,French West Indies
Orlando Salido	5 ft 7 in (171 cm)	1980	,,
Raul Patil	5.9		,
Sakiusa Matadigo	6 ft 3 in (1.90 m)	1982	,
Wallace Watts	5 ft 11½ in		,
Michael Lewis (model)	6' 4" (193 cm)	1987	,
Nicolas Pueta	1, 81 mts.	1983	,
Oliver Fernandez	5'9" (175 cm)		, Mexico
Peter Ballauff	6'2" (188 cm)		,West Germany
Phil Lo Greco	5 ft 9 in (175 cm)	1984	,,
Ricardo Mijares	5 ft 10 in (178 cm)	1988	,
Rob Adams (actor)	6'0"	1970	,
Sam Reay	5nbsp;ftnbsp;11nbsp;in	1984	,,
Sedef Avcı	1,79	1982	,
Simão Morgado	1,84 m (6.0 ft)	1979	,
Somy Ali	5' 9" (1.75 m)	1976	,
Sui Lu	1.51m (4'11")		,
Suthivelu	5"7	1947	,
Wayne McCullough	170 cm		,
Paul Staladi	170cm		,
Philippe Rizzo	1.65m		,
Rajinder Singh Jr.	(2008)	1959	Sarih,
Riza Zalameda	5'3"(1.6 m)		, United States
Ronald Fuentes	1.75	1969	,
Tom Pook	5 ft 6 in		,
Tony Brennan	6ft 1 in	1916	,
Yileen Gordon	6 ft 2 in (1.88 m)		,,
Matthew Elliott (rugby league)	180 cm	1964	,
Max Edwards	1.78m	1990	,
Michele Hicks	177 cm	1973	, U.S.
Misbun Sidek	1.77m	1960	,
Neil Boobyer	5 ft 11 in	1972	,
Paquirri	2' 2"	1948	,,
Samuel Flores Borrego	5'9"		,
Tom Gilbey	unknown		,
Wade McKinnon	183 cm		,
Yves Allegro	183 cm (6 ft 0 in)	1978	, Switzerland
Matthew Stephens (cyclist)	6 ft	1970	Edgware
Mattie Larson	5 2"	1992	,
Pasquale Padalino	1.8nbsp;m	1972	,
Paul Noone	6 ft 0 in (1.84 m)	1981	,
Seth Morrison	5' 10"	1973	,
Susie Maroney	(2009)	1974	,,
Tom Graham	6 ft 1 in		,
Mat Rogers	182 cm (5 ft 11 in)	1976	,
Mukti Mohan	5'6''		, India
Stephen Bannister	5 ft 11 ins (1.79 m)	1987	,
Tory Green	4'10"	1994	,,
Peter Dods	1.75 m (5' 9")	1958	,,
Roslin Hashim	1.75 m	1975	,
Roy Bethell	unknown		,
Stefan Eriksson (tennis)	6'4" (193 cm)		, Sweden
Sylvia Plischke	1.77 m (5 ft 9in)	1977	,
Tammy Horton	5'5	1982	,
Ronny Rios	5 ft 8 in (174 cm)	1990	,
Rory McCann	6' 6" (1.98 m)	1969	,,
Terry O'Connor (rugby league)	6 ft 2 in (188 cm)	1972	,
Udi Gal	6' 2" (189 cm)		, Israel
Mario Scheiber	1.76 m	1983	,
Markus Hipfl	5'10" (178 cm)		, Austria
Neil Nitin Mukesh	5'8"	1982	,,
Tommy Atterhäll	180 cm.		,
Íñigo Cuesta	1.76 m	1969	Villarcayo, Spain
Natasha Suri	5.8'' feet		Mumbai
Nikki Blonsky	4'10"		, U.S.
Pablo César Cano	5 ft 9 in (175 cm)	1989	,,
Prashanth Sellathurai	1.50m		,
Vassilis Stravopodis	1.76 cm		,
Olivier Soules	6'2" (188 cm)		, France
Ricky Lopez	5 ft 8 in (174 cm)	1987	,
Rodrigo Guerrero	5 ft 6 in (169 cm)	1988	,,
Sergio Henao	1.73 m	1987	,
Sudket Prapakamol	1.71 m	1980	,
Maya Philippose	1.72 cm		,
Mike Ross (rugby union)	6 ft 2 in (1.88 m)	1979	Cork, Ireland
Olivier Pramil	184cm		France
Pascal van Assendelft	1.76 m	1979	,
Raquel Zimmermann	5 ft 10 in (1.78 m)		,, Brazil
Terron Millett	5 ft 7 in (170 cm)	1968	St Louis Missouri
Vassiliy Jirov	188 cm	1974	,
Willie Nelson (boxer)	6 ft 3 in (191 cm)	1987	,
Élie Brousse	1.87 m (6 ft 2 in)	1921	,
Mark Regan	5 ft 9 in (1.77 m)	1972	,
Neil Brooks	200nbsp;cm		, England
Roger Millward	5 ft 4 in (162 cm)	1947	,,
Shaun Berne	5 ft 11 in (1.80 m)	1979	,,
Tracy Lynn Cruz	5'8 (1.73 cm)	1976	,
Pete Bucknall	6 ft 0 in, (1.85 m)	1982	Enfield, England
Ron Hightower	6 feet 5 inches	1966	,,
Shane Barr	6'4" (193 cm)		,Australia
Stephanie Zimbalist	5' 5½" (1.66 m)	1956	,
Steve Molitor	5 ft 7 in (170 cm)	1980	,, Canada
Trent Cutler	174 cm (5 ft 8 in)		,
Wayne Kerr	180cm		Ireland
Meg Cabot	5' 8" (1.73 m)	1967	,
Nordine Sam	1m83	1982	,
Otto Bauer (pornographic actor)	6'2"		Miami, FL
R. J. Danvers	6'0''	1988	Michigan
Roland Stadler	5'10" (178 cm)		, Switzerland
Silvia Navarro	5 ft 5 in (1.65 m)	1978	,,
Valeria Mazza	5' 10" (1.78 m)	1972	,,
Paweł Kołodziej	6′5″ / 195cm	1980	, Poland
Percy Barnfather	5ft 2in - 5ft 6in (depending on source quoted)		,
Piotr Balcerzak	1.75 m		, Poland
Roberto Azar	6'1" (185 cm)		,
Ruben Cruz	6'1"		Puerto Rico
Tara Spencer-Nairn	5 ft 3 in	1978	,
Vladimir Zografski	174	1993	,
Xavier Montelongo	5 ft 9 in (175 cm)	1992	,
Mikkel Parlo	177 cm	1990	,
Ryler DeHeart	6'0"	1984	,
Wayne Braithwaite	183 cm	1975	,
Michael Hodgson	187 cm (6 ft 1 in)	1979	,
Michele Fioroni	5 ft 11 in		Perugia, Italy
Mikheil Meskhi	1.69m (5ft 6¾in)		,
Naina Dhaliwal	5' 9''		Kiritpur,,
Paul Henare	182 cm		,,
Richie Collins	6 ft 1 in		,
Ron Stander	5'11"	1944	,
Seth Mitchell	6 ft 2 in (188 cm)	1982	,
Silvio Leonard	1.73 m		Cienfuegos, Cienfuegos, Cuba
Solly Smith	5 ft 6 in (168 cm)		,
Manuel Ossie	6 ft 4 in (193 cm)	1968	,
Mikey Maher	6’3”		,
Misty Rain	5 feet, 7 inches (170 cm)		,
Mônica Carvalho	1,66	1971	,
Nikki Visser	5'10" (177 cm)		, New South Wales, Australia
Roberto García (boxer)	5 ft 11 in (181 cm)	1980	,,
Sadie Corré	4'2"		,, England, UK
Scott Geddes	6 ft 2 in (1.88 m)		,
Shelly Fujii	157 cm		,
Víctor Aristizábal	1.74 m (5ft 7½in)	1971	,
Nicole Callisto	1.70m		,
Omar Galanti	178 cm	1973	, Italy
Peter Rennert	6'1" (185 cm)		,,
Raúl Fernández (long jumper)	1.77 m		, Spain
William Keith (artist)	140	1838	,, Scotland
Martín Schusterman	6 ft 2 in (1.89 m)	1975	,
Matt Rua	187	1977	,
Mihnea-Ion Nastase	6' (183 cm)	1967	, Romania
Milton Wolff	74" (6'2")	1915	,
Sergio Vargas Gonzalez	5 ft 8 in (174 cm)	1994	,,
Takeuchi Seihō	81.9		,
Trideep Rai	6 ft 2.75 in	1983	,,
Zhou Zhuoru	147CM		Fushun, Liaoning Province
Mr. Lobo	6'4"		November 27, 1970
Nicky Robinson (rugby union)	1.85m	1982	Cardiff
Osama Nabih	5 feet 2 inches	1975	,
Peter Quillin	6 ft 1 in (185 cm)	1983	,
Vic Braden	5 ft. 6 in.	1929	Monroe, Michigan
Yunus Sarı	1,88 m	1991	Beysehir-Konya
Pavel Horák (handballer)	1,98 m	1982	,
Pradip Kumar Banerjee	5ft 8inches		,,
Raadhika Sarathkumar	5' 2"		, Sri Lanka
Robert Farah Maksoud	6'4" (193 cm)	1987	,
Sebastian Preiß	(2005)	1981	,
Shunji Kosugi	.	1960	,,
Zak Spears	6'2"		,
Zhang Tianhan	1.84 m	1987	,,
Zoe Arancini	(2011)	1991	Perth, Western Australia
Marcelo Arévalo	1.95m	1990	,
Maricar Balagtas	5'8"	1983	,,
Samantha Spiro	5ft 2 ins		,,
Álex López Morón	175cm (5ft 9in)		Barcelona, Spain
Melanie Kannokada	5' 6" (1.68 m)	1986	Park Ridge, Illinois
Nancy Stafford	5' 9" (1.75 m)	1954	,
Nick Ayler	5' 11"		,, United States
Randy Griffin	5' 11"		,
Riley Keough	5'7" / 1.70 meters		, California, U.S.
Steven Barnett (diver)	175cm		Croydon Park, NSW
Thijs Al	1.80m	1980	, the
Zoe Aggeliki	1.76 m (5 ft 9.5 in)		,
Mauricio Aceves	6 ft 1 in (185 cm)	1960	,,
Mitch Clarke	5'10" (178 cm)		Saskatoon, Saskatchewan
Nathan White (rugby union)	1.88 m (6' 2")	1981	Hawera, New Zealand
Saša Tuksar	5'11" (180 cm)		, Croatia
Sean Casey (wrestler)	5'9"		,
Shi Tingmao	1.57m	1991	, China
Oliver Bjerrehuus	6'0"	1975	, Denmark
Patrícia Araújo	1.80 m		, Rio de Janeiro
Simon Keogh	5'9		Dublin, Ireland
Mark Koevermans	185 cm		Rotterdam, the Netherlands
Martina Moravcová	172 cm	1976	,
Mecia Simson	5 ft 8 in (173 cm)		,
Paddy Moran (Gaelic footballer)	6f1"		,
Pero Cameron	198 cm (6 ft 6 in)		,
Ryan Boyle (rugby league)	185cm	1987	,
Salvatore Puccio	182cm	1989	,
Virgil Spier	1.84 m	1981	,
Xiao Qin	1.64m		,,
Maro Mavri	172 cm	1979	,
Melanie Kok	5'6"		, Canada
Mick Nanyn	6 ft 2 in (1.90 m)		,
Morgan Strebler	6'1"	1976	,,
Nathalie Tauziat	1.65 m (5 ft 4 in)		,
Raul Viver	6'3" (190 cm)		, Ecuador
Richard Hill (rugby union born 1973)	6 ft 2 in (1.88 m)	1973	,,
Rodrigo García (boxer)	5 ft 10 in (179 cm)	1989	,,
Scott Ramsay (English footballer)	6ft		,
Mariano Puerta	1.80 m (5 ft 11 in)	1978	, Argentina
Omid Ebrahimi	1.79 m	1987	,
Tom Lineman	6 ft 3 in (1.90 m)		,
Ville Kantee	1.79 m		,
Nerea Pena	175 cm	1989	,
Tarun Kumar	5'5"	1983	, India
Melissa Willson	5'2 (157cm)		Auburn
Nemanja Gordić	1.92 m	1988	,
Rob Zabrecky	6'0"	1968	,
Ryan Sugden	6.00		,
Steve Turner (rugby league)	177 cm (5 ft 9 in)	1984	,
Vincent Van Patten	6' 1" (1.85 m)		,,
Matthew Pinsent	(2004)	1970	,
Ramon Ledon	5 ft 11 in (182 cm)	1965	,
Robert Baltazar	5 ft 10 in (179 cm)	1963	,
Robert Cheeke	6 ft 0 in / 182.88 cm	1980	,
Rogelio Medina	6 ft 1 in (185 cm)	1988	,,
Romana Tabak	5' 9" (1.75nbsp;m)		Bratislava, Slovak Republic
Ron Corry	172 cm	1941	,
Salvador Navarro	5'11" (180 cm)	1977	, Spain
Sergey Andreyev	172 sm	1956	,
Stéphane Owona	1.84	1985	,,
Sylvia Miteva	166 cm	1986	Rousse
Maurice Garin	1m 62	1871	Arvier, Italy
Paul Goldstein (tennis player)	5'10" (177 cm)	1976	, United States
Petra Ecclestone	5 ft 8 in (1.73 m)	1988	,,
Ram Joseph Clores	4 ft 8 in	2001	,
